CASE_NUMBER,Meeting_Date,Agenda_Item,Body,Description,Source,Item_URL
NPA-2019-0014.02,2019-10-03T00:00:00.000,91,Austin City Council,"NPA-2019-0014.02 - Ben White and Montopolis - Conduct a public hearing and approve an ordinance amending Ordinance No. 20021010-11, the Southeast Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 6017, 6029-�, 6109, and 6125 East Ben White Boulevard Service Road Eastbound; 6108, 6108-�, and 6204 Daffodil Drive; and 3216-� Montopolis Drive (Carson Creek Watershed) from Commercial to Mixed Use land use. Staff Recommendation and Planning Commission recommendation: To grant Mixed Use land use. Owner/Applicant: 2910 South 1st Street, LLC. Agent: Drenner Group, PC (Leah Bojo). City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 2.",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20191003-REG.htm#091
NPA-2018-0012.01,2018-12-13T00:00:00.000,88,Austin City Council,"NPA-2018-0012.01 - 3200 Merrie Lynn Ave.-Conduct a public hearing and approve an ordinance amending Ordinance No. 020801-91, the Upper Boggy Creek Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 3200 Merrie Lynn Avenue (Boggy Creek Watershed) from Multifamily to Mixed-Use/Office land use. Staff recommendation: To grant Mixed-Use/Office land use. Planning Commission recommendation: To grant Mixed-Use/Office land use. Owner/Applicant: 3200 Merrie Lynn LLC (David Kanne). Agent: Drenner Group (Amanda Swor). City Staff: Jeff Engstrom, (512) 974-1621. District(s) Affected: District 9.",akgy-tbxy,http://austintexas.gov/department/city-council/2018/20181213-REG.htm#088
NPA-2018-0016.04,2019-08-08T00:00:00.000,133,Austin City Council,"NPA-2018-0016.04- Springdale Farms -Conduct a public hearing and approve an ordinance amending Ordinance No. 030327-12, the Govalle/Johnston Terrace Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 735 Springdale Road (Boggy Creek Watershed) from Single Family to Mixed Use land use. Staff recommendation and Planning Commission recommendation: To grant Mixed Use land use. Owner/Applicant: PSW - Springdale, LLC. Agent: PSW Homes LLC (Jarred Corbell). City Staff: Maureen Meredith (512) 974-2695. District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20190808-REG.htm#133
NPA-2018-0021.03,2019-03-28T00:00:00.000,55,Austin City Council,"NPA-2018-0021.03 - Colop 2 - Approve second and third reading of an ordinance amending Ordinance No. 20061116-055 of the East Riverside/Oltorf Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the future land use designation on the future land use map (FLUM) on property locally known as 5107 East Riverside Drive (Country Club Creek Watershed) from Single Family to Mixed Use/Office land use. First reading approved February 21, 2019. Vote: 11-0. Owner/Applicant: Francisco Colop. Agent: Bennett Consulting (Rodney Bennett). City Staff: Maureen Meredith, (512) 974-2695. Lead Department Planning and Zoning District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20190328-REG.htm#055
NPA-2018-0021.03,2019-02-21T00:00:00.000,42,Austin City Council,"NPA-2018-0021.03 - Colop 2 - Conduct a public hearing and approve an ordinance amending Ordinance No. 20061116-055 of the East Riverside/Oltorf Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the future land use designation on the future land use map (FLUM) on property locally known as 5107 East Riverside Drive (Country Club Creek Watershed) from Single Family to Mixed Use/Office land use. Staff Recommendation and Planning Commission Recommendation: To grant Mixed Use/Office land use. Owner/Applicant: Francisco Colop. Agent: Bennett Consulting (Rodney Bennett). City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20190221-REG.htm#042
NPA-2018-0026.01,2018-08-09T00:00:00.000,93,Austin City Council,"NPA-2018-0026.01 - Austin Suites- District 4-Conduct a public hearing and approve an ordinance amending Ordinance No. 20100624-110, the North Lamar Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 8300 North Interstate Highway 35 Southbound Service Road (Little Walnut Creek Watershed) from Commercial to Mixed Use land use. Staff Recommendation: To grant Mixed Use land use. Planning Commission Recommendation: To grant Mixed Use land Use. Owner/Applicant: Collin Brothers, Artesia Real Estate. Agent: Stantec Consulting Services (Stephen Rye). City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 4.",akgy-tbxy,http://austintexas.gov/department/city-council/2018/20180809-REG.htm#093
NPA-2018-0026.01,2018-08-23T00:00:00.000,71,Austin City Council,"NPA-2018-0026.01 - Austin Suites- District 4-Conduct a public hearing to approve second and third readings of an ordinance amending Ordinance No. 20100624-110, the North Lamar Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 8300 North Interstate Highway 35 Southbound Service Road (Little Walnut Creek Watershed) from Commercial to Mixed Use land use. First Reading approved on August 9, 2018. Vote: 10-0, with Councilmember Houston off the dais. Owner/Applicant: Collin Brothers, Artesia Real Estate. Agent: Stantec Consulting Services (Stephen Rye). City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 4.",akgy-tbxy,http://austintexas.gov/department/city-council/2018/20180823-REG.htm#071
NPA-2018-0001.01,2018-10-04T00:00:00.000,53,Austin City Council,"NPA-2018-0001.01 - Alpine Road -District 3-Conduct a public hearing and approve an ordinance amending Ordinance No. 980827-B, the Dawson Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 410 West Alpine Road (East Bouldin Creek Watershed) from Single Family to Multifamily land use. Staff Recommendation: To grant Multifamily land use. Planning Commission Recommendation: To grant Multifamily land use. Owner/Applicant: West Alpine Partners, LLC. Agent: Thrower Design (A. Ron Thrower). City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2018/20181004-REG.htm#053
NPA-2018-0001.01,2018-09-20T00:00:00.000,79,Austin City Council,"NPA-2018-0001.01 - Alpine Road -District 3-Conduct a public hearing and approve an ordinance amending Ordinance No. 980827-B, the Dawson Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 410 West Alpine Road (East Bouldin Creek Watershed) from Single Family to Multifamily land use. Staff Recommendation: To grant Multifamily land use. Owner/Applicant: West Alpine Partners, LLC. Agent: Thrower Design (A. Ron Thrower). City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2018/20180920-REG.htm#079
C14-2019-0082,2020-01-23T00:00:00.000,74,Austin City Council,"C14-2019-0082 - 600 Industrial Boulevard Mixed Use - Approve third reading of an ordinance amending City Code Title 25 by rezoning property locally known as 600 Industrial Boulevard (Blunn Creek Watershed). Applicant's Request: To rezone from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning to limited industrial services-planned development area-neighborhood plan (LI-PDA-NP) combining district zoning, with conditions. First Reading approved on November 14, 2019. Vote: 11-0. Second Reading approved on December 5, 2019. Vote: 10-1, Council Member Harper-Madison voted nay. Owner: KC 600 Industrial LLC (Mitchell S. Johnson). Agent: Smith Robertson, L.L.P. (David Hartman). City Staff: Wendy Rhoades, 512-974-7719. District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200123-REG.htm#074
C14-2019-0082,2019-10-17T00:00:00.000,54,Austin City Council,"C14-2019-0082 - 600 Industrial Boulevard Mixed Use - Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 600 Industrial Boulevard (Blunn Creek Watershed). Applicant's Request: To rezone from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning to limited industrial services-planned development area-neighborhood plan (LI-PDA-NP) combining district zoning. Staff Recommendation: To grant limited industrial services-planned development area-neighborhood plan (LI-PDA-NP) combining district zoning. Planning Commission Recommendation: To be reviewed October 8, 2019. Owner: KC 600 Industrial LLC (Mitchell S. Johnson). Agent: Smith Robertson, L.L.P. (David Hartman). City Staff: Wendy Rhoades, 512-974-7719. District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20191017-REG.htm#054
C14-2019-0082,2019-12-05T00:00:00.000,112,Austin City Council,"C14-2019-0082 - 600 Industrial Boulevard Mixed Use - District 3 - Conduct a public hearing and approve second and third readings of an ordinance amending City Code Title 25 by rezoning property locally known as 600 Industrial Boulevard (Blunn Creek Watershed). Applicant's Request: To rezone from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning to limited industrial services-planned development area-neighborhood plan (LI-PDA-NP) combining district zoning, with conditions. First Reading approved on November 14, 2019. Vote: 11-0. Owner: KC 600 Industrial LLC (Mitchell S. Johnson). Agent: Smith Robertson, L.L.P. (David Hartman). City Staff: Wendy Rhoades, 512-974-7719. District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20191205-REG.htm#112
C14-2019-0082,2019-11-14T00:00:00.000,77,Austin City Council,"C14-2019-0082 - 600 Industrial Boulevard Mixed Use - Conduct a public hearing and approve an ordinance amending City Code Title 25 by rezoning property locally known as 600 Industrial Boulevard (Blunn Creek Watershed). Applicant's Request: To rezone from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning to limited industrial services-planned development area-neighborhood plan (LI-PDA-NP) combining district zoning. Staff Recommendation and Planning Commission Recommendation: To grant limited industrial services-planned development area-neighborhood plan (LI-PDA-NP) combining district zoning. Owner: KC 600 Industrial LLC (Mitchell S. Johnson). Agent: Smith Robertson, L.L.P. (David Hartman). City Staff: Wendy Rhoades, 512-974-7719. District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20191114-REG.htm#077
C14-2019-0082,2020-02-06T00:00:00.000,67,Austin City Council,"C14-2019-0082 - 600 Industrial Boulevard Mixed Use - Approve third reading of an ordinance amending City Code Title 25 by rezoning property locally known as 600 Industrial Boulevard (Blunn Creek Watershed). Applicant's Request: To rezone from limited industrial services-conditional overlay-neighborhood plan (LI-CO-NP) combining district zoning to limited industrial services-planned development area-neighborhood plan (LI-PDA-NP) combining district zoning, with conditions. First Reading approved on November 14, 2019. Vote: 11-0. Second Reading approved on December 5, 2019. Vote: 10-1, Council Member Harper-Madison voted nay. Owner: KC 600 Industrial LLC (Mitchell S. Johnson). Agent: Smith Robertson, L.L.P. (David Hartman). City Staff: Wendy Rhoades, 512-974-7719. District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200206-REG.htm#067
NPA-2019-0020.03,2019-06-20T00:00:00.000,132,Austin City Council,"NPA-2019-0020.03 - Congress Mobile Home & RV Park-Conduct a public hearing and approve an ordinance amending Ordinance No. 20050818-Z001 the South Congress Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 6111 South Congress Avenue (Williamson Creek Watershed) from Mixed Use to Higher Density Single Family land use. Staff recommendation: To grant Higher Density Single Family land use. Planning Commission recommendation: To forward to Council without a recommendation by affirmative vote. Owner: Maynard Angel Denise Trust & Roger Alan Maynard. Applicant: City of Austin, Planning & Zoning Dept. City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 2.",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20190620-REG.htm#132
NPA-2020-0019.01,2020-10-01T00:00:00.000,46,Austin City Council,"NPA-2020-0019.01- Texas International Education Consortium - Conduct a public hearing and approve an ordinance amending Ordinance No. 20040826-056 the Central Austin Combined Neighborhood Plan, an element to the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 1103 W. 24th Street (Shoal Creek Watershed) from Office to Mixed Use land use. Staff and Planning Commission Recommendation: To grant Mixed Use land use. Owner/Applicant: Texas International Education Consortium (Robin Lerner). Agent: Drenner Group, PC (Leah Bojo). City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 9.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20201001-REG.htm#046
NPA-2020-0019.01,2020-10-29T00:00:00.000,38,Austin City Council,"NPA-2020-0019.01- Texas International Education Consortium (TIEC)- Conduct a public hearing and approve second and third readings of an ordinance amending Ordinance No. 20040826-056 the Central Austin Combined (West University) Neighborhood Plan, an element to the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 1103 W. 24th Street (Shoal Creek Watershed) from Office to Mixed Use land use. First reading approved on October 1, 2020. Vote 11-0. Owner/Applicant: Texas International Education Consortium (Robin Lerner). Agent: Drenner Group, PC (Leah Bojo). City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 9.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20201029-REG.htm#038
NPA-2020-0019.01,2020-09-17T00:00:00.000,90,Austin City Council,"NPA-2020-0019.01- Texas International Education Consortium - Conduct a public hearing and approve an ordinance amending Ordinance No. 20040826-056 the Central Austin Combined Neighborhood Plan, an element to the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 1103 W. 24th Street (Shoal Creek Watershed) from Office to Mixed Use land use. Staff and Planning Commission Recommendation: To grant Mixed Use land use. Owner/Applicant: Texas International Education Consortium (Robin Lerner). Agent: Drenner Group, PC (Leah Bojo). City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 9.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200917-REG.htm#090
NPA-2020-0019.01,2020-10-15T00:00:00.000,67,Austin City Council,"NPA-2020-0019.01- Texas International Education Consortium (TIEC)- Conduct a public hearing and approve second and third readings of an ordinance amending Ordinance No. 20040826-056 the Central Austin Combined (West University) Neighborhood Plan, an element to the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 1103 W. 24th Street (Shoal Creek Watershed) from Office to Mixed Use land use. First reading approved on October 1, 2020. Vote 11-0. Owner/Applicant: Texas International Education Consortium (Robin Lerner). Agent: Drenner Group, PC (Leah Bojo). City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 9.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20201015-REG.htm#067
NPA-2018-0024.01,2019-01-31T00:00:00.000,66,Austin City Council,"NPA-2018-0024.01- Metric and 183 - Conduct a public hearing and approve an ordinance amending Ordinance No. 20071101-050, the North Burnet/Gateway Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 8965 Research Blvd. NB, 9000 Metric Blvd., and 9100 Research Blvd (Little Walnut Creek Watershed) from Industry to Higher Density Mixed Use land use. Staff Recommendation and Planning Commission Recommendation: To grant High Density Mixed Use land use. Owner/Applicant: Goodwill Industries of Central Texas (Mark Hiemstra) Agent: Drenner Group (Amanda Swor). City Staff: Maureen Meredith (512) 974-2695. District(s) Affected: District 4.",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20190131-REG.htm#066
NPA-2018-0024.01,2019-02-07T00:00:00.000,56,Austin City Council,"NPA-2018-0024.01- Metric and 183 - Conduct a public hearing and approve an ordinance amending Ordinance No. 20071101-050, the North Burnet/Gateway Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 8965 Research Blvd. NB, 9000 Metric Blvd., and 9100 Research Blvd (Little Walnut Creek Watershed) from Industry to Higher Density Mixed Use land use. Staff Recommendation and Planning Commission Recommendation: To grant High Density Mixed Use land use. Owner/Applicant: Goodwill Industries of Central Texas (Mark Hiemstra) Agent: Drenner Group (Amanda Swor). City Staff: Maureen Meredith (512) 974-2695. District(s) Affected: District 4.",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20190207-REG.htm#056
NPA-2019-0020.01,2019-06-20T00:00:00.000,136,Austin City Council,"NPA-2019-0020.01- Villa Denese - Conduct a public hearing and approve an ordinance amending Ordinance No. 20050818-Z001 the South Congress Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 4511 Lucksinger Lane (Williamson Creek Watershed) from Mixed Use to Higher Density Single Family land use. Staff Recommendation and Planning Commission Recommendation: To grant Higher Density Single Family land use. Owner: Villa Denese MHP, LLC. Applicant: City of Austin, Planning & Zoning Dept. City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20190620-REG.htm#136
NPA-2019-0027.01,2019-06-06T00:00:00.000,75,Austin City Council,"NPA-2019-0027.01- Twin Liquors Maudie's -Conduct a public hearing and approve an ordinance amending Ordinance No. 20100923-102 the Central West Austin Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 2608 West 7th Street (Johnson Creek Watershed) from Neighborhood Commercial to Mixed Use land use. Staff recommendation and Planning Commission recommendation: To grant Mixed Use land use. Owner/Applicant: TASC Properties, LP (Tracy S. Livingston). Agent: Thrower Design (A. Ron Thrower). City Staff: Maureen Meredith, (512) 974-2695). District(s) Affected: District 10.",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20190606-REG.htm#075
NPA-2019-0021.01,2019-06-20T00:00:00.000,130,Austin City Council,"NPA-2019-0021.01 - Jensen's Mobile Home Park - Conduct a public hearing and approve an ordinance amending Ordinance No. 20061116-055, the East Riverside/Oltorf Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 3201 Burleson Road (Country Club West Watershed) from Single Family to Higher Density Single Family land use. Staff Recommendation and Planning Commission Recommendation: To grant Higher Density Single Family land use. Owner. Jensen James G & La Verd R & M La Verd R Jensen & Michael J Jensen. Applicant: City of Austin, Planning & Zoning Dept. Staff: Maureen Meredith (512) 974-2695. District(s) Affected: District 4.",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20190620-REG.htm#130
C814-86-023.01,2018-11-01T00:00:00.000,55,Austin City Council,"C814-86-023.01 - Camelback PUD - Conduct a public hearing and approve second and third readings of an ordinance amending City Code Title 25 by zoning and rezoning property locally known as 6507 Bridge Point Parkway (Coldwater Creek Watershed, Lake Austin Watershed). Applicant's Request: To zone and rezone from interim-rural residence (I-RR) district zoning, interim-Lake Austin residence (I-LA) district zoning and planned unit development (PUD) district zoning to planned unit development (PUD) district zoning, to change conditions of zoning, with conditions. First Reading approved on October 18, 2018. Vote: 10-0, Council Member Pool was off the dais. Owner/Applicant: Loop 360 Land LP (Jonathan Coon). Agent: McClean & Howard, L.L.P. (Jeffrey S. Howard). City Staff: Wendy Rhoades, 512-974-7719. The ordinance may include entitlements triggered by actions on a nearby tract (Champion Tract 3), exemption from or waiver of fees, alternative funding methods, modifications of City regulations, and acquisition of property. District(s) Affected: District 10.",akgy-tbxy,http://austintexas.gov/department/city-council/2018/20181101-REG.htm#055
NPA-2019-0029.01,2019-06-20T00:00:00.000,126,Austin City Council,"NPA-2019-0029.01 - Patton Courts Mobile Home Park - Conduct a public hearing and approve an ordinance amending Ordinance No. 20120426-100 the St. John/Coronado Hills Combined Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 7100 East U.S. 290 Hwy SVRD WB (Little Walnut Creek Watershed) from Mixed Use to Higher Density Single Family land use. Staff Recommendation and Planning Commission recommendation: To grant Higher Density Single Family land use. Owner. Bhatt Satish S. Applicant: City of Austin, Planning & Zoning Dept. Staff: Maureen Meredith (512) 974-2695. District(s) Affected: District 1.",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20190620-REG.htm#126
NPA-2019-0008.01,2020-01-23T00:00:00.000,80,Austin City Council,"NPA-2019-0008.01 - 2711 - 2717 Manor Road - Conduct a public hearing and approve an ordinance amending Ordinance No. 20011129-67, the Rosewood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 2711, 2713, 2715, 2717 Manor Road and 2204 Curtis Avenue (Boggy Creek Watershed) from Single Family to Mixed Use land use. Staff Recommendation and Planning Commission Recommendation to grant Mixed Use land use. Owner/Applicant: 2715 Manor, LLC; 2717 Manor, LLC; Dennis Bruyere and Andrew Pluta. Agent: Drenner Group (Amanda Swor). City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 1.",akgy-tbxy,http://austintexas.gov/department/city-council/2020/20200123-REG.htm#080
NPA-2019-0008.01,2019-12-05T00:00:00.000,96,Austin City Council,"NPA-2019-0008.01 - 2711 - 2717 Manor Road - Conduct a public hearing and approve an ordinance amending Ordinance No. 20011129-67, the Rosewood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 2711, 2713, 2715, 2717 Manor Road and 2204 Curtis Avenue (Boggy Creek Watershed) from Single Family to Mixed Use land use. Staff Recommendation to grant Mixed Use land use. Planning Commission Recommendation: To be reviewed December 10, 2019. Owner/Applicant: 2715 Manor, LLC; 2717 Manor, LLC; Dennis Bruyere and Andrew Pluta. Agent: Drenner Group (Amanda Swor). City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 1.",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20191205-REG.htm#096
NPA-2019-0010.01,2019-09-19T00:00:00.000,123,Austin City Council,"NPA-2019-0010.01-2700 E. 5th Street-Conduct a public hearing and approve an ordinance amending Ordinance No. 20011213-43 the Holly Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 2700 E. 5th Street (Ladybird Lake Watershed) from no land use designation to Mixed Use land use. Staff recommendation: To grant Mixed Use land use. Planning Commission recommendation: To be reviewed on September 24, 2019. Owner/Applicant: 2700 East 5th JV, LLC. Agent: Drenner Group, PC (Leah Bojo). City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20190919-REG.htm#123
NPA-2019-0010.01,2019-10-17T00:00:00.000,59,Austin City Council,"NPA-2019-0010.01-2700 E. 5th Street-Conduct a public hearing and approve an ordinance amending Ordinance No. 20011213-43, the Holly Neighborhood Plan, an element of the Imagine Austin Comprehensive Plan, to change the land use designation on the future land use map (FLUM) on property locally known as 2700 E. 5th Street (Ladybird Lake Watershed) from no land use designation to Mixed Use land use. Staff Recommendation and Planning Commission recommendation: To grant Mixed Use land use. Owner/Applicant: 2700 East 5th JV, LLC. Agent: Drenner Group, PC (Leah Bojo). City Staff: Maureen Meredith, (512) 974-2695. District(s) Affected: District 3.",akgy-tbxy,http://austintexas.gov/department/city-council/2019/20191017-REG.htm#059
